en_text,pl_text,bielik_translation_0.0,bielik_translation_0.1,bielik_translation_0.2,bielik_translation_0.3,bielik_translation_0.4,bielik_translation_0.5,bielik_translation_0.6,bielik_translation_0.7,bielik_translation_0.8,bielik_translation_0.9,bielik_translation_1.0,chrf_bielik_translation_0.0,bleu_bielik_translation_0.0,bertscore_bielik_translation_0.0,comet_bielik_translation_0.0,chrf_bielik_translation_0.1,bleu_bielik_translation_0.1,bertscore_bielik_translation_0.1,comet_bielik_translation_0.1,chrf_bielik_translation_0.2,bleu_bielik_translation_0.2,bertscore_bielik_translation_0.2,comet_bielik_translation_0.2,chrf_bielik_translation_0.3,bleu_bielik_translation_0.3,bertscore_bielik_translation_0.3,comet_bielik_translation_0.3,chrf_bielik_translation_0.4,bleu_bielik_translation_0.4,bertscore_bielik_translation_0.4,comet_bielik_translation_0.4,chrf_bielik_translation_0.5,bleu_bielik_translation_0.5,bertscore_bielik_translation_0.5,comet_bielik_translation_0.5,chrf_bielik_translation_0.6,bleu_bielik_translation_0.6,bertscore_bielik_translation_0.6,comet_bielik_translation_0.6,chrf_bielik_translation_0.7,bleu_bielik_translation_0.7,bertscore_bielik_translation_0.7,comet_bielik_translation_0.7,chrf_bielik_translation_0.8,bleu_bielik_translation_0.8,bertscore_bielik_translation_0.8,comet_bielik_translation_0.8,chrf_bielik_translation_0.9,bleu_bielik_translation_0.9,bertscore_bielik_translation_0.9,comet_bielik_translation_0.9,chrf_bielik_translation_1.0,bleu_bielik_translation_1.0,bertscore_bielik_translation_1.0,comet_bielik_translation_1.0
Go to the wake with me?,Zechcesz mi towarzyszyć na uczcie?,Do you want to accompany me at the feast?,Do you want to accompany me at the feast?,Do you want to accompany me at the feast?,Do you want to accompany me at the feast?,Do you want to accompany me at the feast?,Do you want to accompany me at the feast?,Would you like to accompany me at the feast?,Do you want to accompany me at the feast?,Would you like to join me at the feast?,Would you like to accompany me to the feast?,Would you like to accompany me at the feast?,0.16567996567996576,0.028517539529041507,0.7178705930709839,0.7317233085632324,0.16567996567996576,0.028517539529041507,0.7178705930709839,0.7317233085632324,0.16567996567996576,0.028517539529041507,0.7178705930709839,0.7317233085632324,0.16567996567996576,0.028517539529041507,0.7178705930709839,0.7317233085632324,0.16567996567996576,0.028517539529041507,0.7178705930709839,0.7317233085632324,0.16567996567996576,0.028517539529041507,0.7178705930709839,0.7317233085632324,0.17153465486001943,0.028517539529041507,0.708548367023468,0.7082509398460388,0.16567996567996576,0.028517539529041507,0.7178705930709839,0.7317234873771667,0.17606935216003483,0.028517539529041507,0.7374258041381836,0.6787590980529785,0.2295162878952903,0.050712153369465586,0.7124240398406982,0.7176344990730286,0.17153465486001943,0.028517539529041507,0.708548367023468,0.7082509398460388
"Told ye, he's a witcher, a cunning man. He knows these things!","Mówiłem ci, że to wiedźmin. Czarownik. Wie takie rzeczy.",I told you it was a witcher. A sorcerer. They know such things.,I told you it was a witcher. A sorcerer. They know such things.,I told you it was a witcher. A sorcerer. They know such things.,I told you it was a witcher. A sorcerer. They know such things.,I told you it was a witcher. A sorcerer. They know such things.,I told you it was a witcher. A sorcerer. They know such things.,I told you it was a witcher. A sorcerer. They know such things.,I told you it was a witcher. A sorcerer. They know such things.,I told you it was a witcher. A sorcerer. They know such things.,I told you it was a witcher. A sorcerer. They know such things.,I told you it was a witcher. A sorcerer. They know such things.,0.3334882044091148,0.01553712569276035,0.8049191236495972,0.7986549139022827,0.3334882044091148,0.01553712569276035,0.8049191236495972,0.7986549139022827,0.3334882044091148,0.01553712569276035,0.8049191236495972,0.7986549139022827,0.3334882044091148,0.01553712569276035,0.8049191236495972,0.7986549139022827,0.3334882044091148,0.01553712569276035,0.8049191236495972,0.7986549139022827,0.3334882044091148,0.01553712569276035,0.8049191236495972,0.7986549139022827,0.3334882044091148,0.01553712569276035,0.8049191236495972,0.7986549139022827,0.3334882044091148,0.01553712569276035,0.8049191236495972,0.7986549139022827,0.3334882044091148,0.01553712569276035,0.8049191236495972,0.7986549139022827,0.3334882044091148,0.01553712569276035,0.8049191236495972,0.7986549139022827,0.3334882044091148,0.01553712569276035,0.8049191236495972,0.7986549139022827
Think the djinn killed him?,To dżinn go zabił?,Did the genie kill him?,Did the genie kill him?,Did the genie kill him?,Did the genie kill him?,Did the genie kill him?,Did the genie kill him?,Did the genie kill him?,Did the genie kill him?,Did the genie kill him?,Did the genie kill him?,Did the genie kill him?,0.23718237251145902,0.06389431042462725,0.8539161682128906,0.744694173336029,0.23718237251145902,0.06389431042462725,0.8539161682128906,0.744694173336029,0.23718237251145902,0.06389431042462725,0.8539161682128906,0.744694173336029,0.23718237251145902,0.06389431042462725,0.8539161682128906,0.744694173336029,0.23718237251145902,0.06389431042462725,0.8539161682128906,0.744694173336029,0.23718237251145902,0.06389431042462725,0.8539161682128906,0.744694173336029,0.23718237251145902,0.06389431042462725,0.8539161682128906,0.744694173336029,0.23718237251145902,0.06389431042462725,0.8539161682128906,0.744694173336029,0.23718237251145902,0.06389431042462725,0.8539161682128906,0.744694173336029,0.23718237251145902,0.06389431042462725,0.8539161682128906,0.744694173336029,0.23718237251145902,0.06389431042462725,0.8539161682128906,0.744694173336029
Come. There's a ledge outside this window. We must pass along it.,Podejdź tutaj. Wyjdziemy przez okno i dalej przedostaniemy się po gzymsie.,Come here. We will exit through the window and then we will move along the cornice.,Come here. We will exit through the window and then we will move along the cornice.,Come here. We will exit through the window and then we will move along the cornice.,Come here. We will leave through the window and then we will move along the cornice.,Come here. We will exit through the window and then we will move along the cornice.,Come here. We will exit through the window and then continue to move along the cornice.,Come here. We will leave through the window and then we will move along the cornice.,Come here. We will exit through the window and then proceed to move along the cornice.,Come here. We will exit through the window and then move along the cornice.,Come here. We will exit through the window and then we will move along the cornice.,Come here. We will leave through the window and then we will move along the ledge.,0.2634996471418698,0.014628063653657535,0.8067611455917358,0.5718331933021545,0.2634996471418698,0.014628063653657535,0.8067611455917358,0.5718331933021545,0.2634996471418698,0.014628063653657535,0.8067611455917358,0.5718331933021545,0.2691341460748043,0.014628063653657535,0.8091306090354919,0.5651938319206238,0.2634996471418698,0.014628063653657535,0.8067611455917358,0.5718331933021545,0.26760339720642196,0.014628063653657535,0.7783908843994141,0.5803490877151489,0.2691341460748043,0.014628063653657535,0.8091306090354919,0.5651938319206238,0.2710850159014553,0.014628063653657535,0.7798525094985962,0.5702258348464966,0.2664400695617488,0.0169861974906263,0.7946557402610779,0.5733222961425781,0.2634996471418698,0.014628063653657535,0.8067611455917358,0.5718331933021545,0.29833733332686,0.014628063653657535,0.8232690095901489,0.6777065396308899
Love.,Na miłość.,For the love.,For love.,For love.,For the love.,For the love.,On love.,On my love.,For the love.,For the love.,For love.,"Translation: ""On love.""",0.3844384279166888,0.0,0.8125163912773132,0.7450733184814453,0.4155391024154975,0.0,0.8628655076026917,0.7803217768669128,0.4155391024154975,0.0,0.8628655076026917,0.7803217768669128,0.3844384279166888,0.0,0.8125163912773132,0.7450733184814453,0.3844384279166888,0.0,0.8125163912773132,0.7450733184814453,0.4271769896769897,0.0,0.846218466758728,0.7353636026382446,0.4045768138905394,0.0,0.7998863458633423,0.5735222697257996,0.3844384279166888,0.0,0.8125163912773132,0.7450733184814453,0.3844384279166888,0.0,0.8125163912773132,0.7450733184814453,0.4155391024154975,0.0,0.8628655076026917,0.7803217768669128,0.30905587970805365,0.0,0.6683385372161865,0.5158339142799377
"Thanks, mate. Fayrlund - you know the place? I've me forge there. Come and visit, I'll have a reward for ye.","Dzięki, chłopie... Wiesz, gdzie jest Ferlund? Mam tam kuźnię. Wpadnij w odwiedziny, a dam ci coś w nagrodę.","Thank you, mate... Do you know where Ferlund is? I have a blacksmith shop there. Come visit, and I'll give you something as a reward.","Thank you, mate... Do you know where Ferlund is? I have a blacksmith shop there. Come visit, and I'll give you something as a reward.","Thank you, mate... Do you know where Ferlund is? I have a blacksmith shop there. Come visit, and I'll give you something as a reward.","Thank you, mate... Do you know where Ferlund is? I have a blacksmith shop there. Come visit, and I'll give you something as a reward.","Thank you, mate... Do you know where Ferlund is? I have a blacksmith shop there. Come visit, and I'll give you something as a reward.","Thank you, mate... Do you know where Ferlund is? I have a blacksmith shop there. Come visit, and I'll give you something as a reward.","Thanks, mate... Do you know where Ferlund is? I have a blacksmith there. Come visit, and I'll give you something as a reward.","Thank you, dude... Do you know where Ferlund is? I have a blacksmith shop there. Come visit, and I'll give you something as a reward.","Thanks, man... Do you know where Ferlund is? I have a blacksmith shop there. Come visit, and I'll give you something as a reward.","""Thanks, guy... Do you know where Ferlund is? I have a blacksmith there. Come visit and I'll give you something as a reward.""","Thank you, mate... Do you know where Ferlund is? I have a blacksmith shop there. Come pay a visit and I'll give you something as a reward.",0.44587715760781815,0.030708987612633812,0.809536337852478,0.7918532490730286,0.44587715760781815,0.030708987612633812,0.809536337852478,0.7918532490730286,0.44587715760781815,0.030708987612633812,0.809536337852478,0.7918532490730286,0.44587715760781815,0.030708987612633812,0.809536337852478,0.7918532490730286,0.44587715760781815,0.030708987612633812,0.809536337852478,0.7918532490730286,0.44587715760781815,0.030708987612633812,0.809536337852478,0.7918532490730286,0.4820796557567935,0.034469133167290326,0.8233410120010376,0.7960181832313538,0.419257293737356,0.030708987612633812,0.801120936870575,0.7810581922531128,0.45162829978688984,0.03293328483822002,0.8100339770317078,0.7941291332244873,0.4223985323060557,0.03259889346257788,0.7762297987937927,0.7667331695556641,0.436719596973651,0.027474558342153524,0.8063403964042664,0.7950090169906616
Welcome to the Temple of Freya. I'm Kurisu. How can I help?,Witaj w świątyni Freyji. Jestem Kurisu. W czym mogę ci pomóc?,Hello in the temple of Freyja. I am Kurisu. How can I help you?,Hello in the temple of Freyja. I am Kurisu. How can I help you?,Hello in the temple of Freyja. I am Kurisu. How can I help you?,Hello in the temple of Freyja. I am Kurisu. How can I help you?,Hello in the temple of Freyja. I am Kurisu. How can I help you?,Hello in the temple of Freyja. I am Kurisu. How can I help you?,Hello in the temple of Freyja. I am Kurisu. How can I help you?,Welcome to Freyja's temple. I am Kurisu. How can I help you?,Hello in the temple of Freya. I am Kurisu. How can I help you?,Hello in the temple of Freya. I am Kurisu. How can I help you?,Hello in the temple of Freyja. I am Kurisu. In what can I help you?,0.6149071424281242,0.19674979811155635,0.9252733588218689,0.8996400237083435,0.6149071424281242,0.19674979811155635,0.9252733588218689,0.8996400237083435,0.6149071424281242,0.19674979811155635,0.9252733588218689,0.8996400237083435,0.6149071424281242,0.19674979811155635,0.9252733588218689,0.8996400237083435,0.6149071424281242,0.19674979811155635,0.9252733588218689,0.8996400237083435,0.6149071424281242,0.19674979811155635,0.9252733588218689,0.8996400237083435,0.6149071424281242,0.19674979811155635,0.9252733588218689,0.8996400237083435,0.6189740228299083,0.2521193618434983,0.9256259202957153,0.9165242314338684,0.6610409364111743,0.21972813874997157,0.9317813515663147,0.9144577383995056,0.6610409364111743,0.21972813874997157,0.9317813515663147,0.9144577383995056,0.4966847573799957,0.03514847831369806,0.8967716097831726,0.8762183785438538
"And a most humble greeting to you, sir. Name's Karl, but Whistling Whacker they call me.","Kłaniam się uniżenie. Jestem Karl, zwany Świszczącą Pałą.","I bow down humbly. My name is Karl, nicknamed Whistling Stick.","I bow down humbly. My name is Karl, known as the Whistling Stick.","I bow down humbly. My name is Karl, known as The Whistling Stick.","I bow down humbly. My name is Karl, called the Whistling Stick.","I bow down humbly. My name is Karl, nicknamed Whistling Stick.","I bow down humbly. My name is Karl, known as The Whistling Stick.","I bow down humbly. I am Karl, called the Whistling Stick.","I bow down humbly. I am Karl, known as the Whistling Stick.","I bow down humbly. I am Karl, known as The Whistling Stick.","I bow down humbly. My name is Karl, called Whistling Rod.","I bow down humbly. I am Karl, called Whistling Stick.",0.24943148212865507,0.014228844094632594,0.7008926868438721,0.6948539614677429,0.260979588504176,0.014669198133192292,0.6979719996452332,0.7083292603492737,0.24903934802749958,0.014669198133192292,0.6982502937316895,0.688328206539154,0.27808331559521643,0.0145140482149807,0.7040484547615051,0.6914359927177429,0.24943148212865507,0.014228844094632594,0.7008926868438721,0.6948539614677429,0.24903934802749958,0.014669198133192292,0.6982502937316895,0.688328206539154,0.25105392564565643,0.014228844094632594,0.6900440454483032,0.652167022228241,0.23623012660624887,0.0145140482149807,0.679491400718689,0.6676353216171265,0.22420371729418928,0.0145140482149807,0.6801401972770691,0.657961905002594,0.2538513339583418,0.014228844094632594,0.7068895697593689,0.6676455140113831,0.2377460844529661,0.013774415388612389,0.6921342611312866,0.6222000122070312
Berserkers… But how'd they come to be here?,Berserkowie... Tylko skąd się tutaj wzięli?,Berserkers... Only how did they get here?,Berserkers... Only how did they get here?,Berserkers... But how did they get here?,Berserkers... But how did they get here?,Berserkers... But how did they get here?,Berserkers... But where did they come from here?,Berserkers... But how did they get here?,Berserkers... Only how did they get here?,Berserkers... Only how did they get here?,Berserkers... But how did they get here?,Berserkers... But where did they come from here?,0.41458640087515936,0.034052233956373766,0.8569550514221191,0.8954654335975647,0.41458640087515936,0.034052233956373766,0.8569550514221191,0.8954654335975647,0.485281115976492,0.037684991644924185,0.861759603023529,0.9356594085693359,0.485281115976492,0.037684991644924185,0.861759603023529,0.9356594085693359,0.485281115976492,0.037684991644924185,0.861759603023529,0.9356594085693359,0.5251055465154796,0.06985342056580097,0.8644912838935852,0.8659219741821289,0.485281115976492,0.037684991644924185,0.861759603023529,0.9356594085693359,0.41458640087515936,0.034052233956373766,0.8569550514221191,0.8954654335975647,0.41458640087515936,0.034052233956373766,0.8569550514221191,0.8954654335975647,0.485281115976492,0.037684991644924185,0.861759603023529,0.9356594085693359,0.5251055465154796,0.06985342056580097,0.8644912838935852,0.8659225702285767
Dammit. Probably marked one of the villagers.,Zraza. Pewnie naznaczył kogoś w wiosce.,Rage. He probably marked someone in the village.,Rage. He probably marked someone in the village.,Rage. He probably marked someone in the village.,Rage. He probably marked someone in the village.,Rage. He probably marked someone in the village.,Rage. He probably marked someone in the village.,Rage. He probably marked someone in the village.,Rage. He probably marked someone in the village.,Rage. He probably marked someone in the village.,Rage. He probably marked someone in the village.,Anger. He probably marked someone in the village.,0.5472683294956879,0.03303164318013808,0.8030954599380493,0.6414607763290405,0.5472683294956879,0.03303164318013808,0.8030954599380493,0.6414607763290405,0.5472683294956879,0.03303164318013808,0.8030954599380493,0.6414607763290405,0.5472683294956879,0.03303164318013808,0.8030954599380493,0.6414607167243958,0.5472683294956879,0.03303164318013808,0.8030954599380493,0.6414607763290405,0.5472683294956879,0.03303164318013808,0.8030954599380493,0.6414607763290405,0.5472683294956879,0.03303164318013808,0.8030954599380493,0.6414607167243958,0.5472683294956879,0.03303164318013808,0.8030954599380493,0.6414607763290405,0.5472683294956879,0.03303164318013808,0.8030954599380493,0.6414607763290405,0.5472683294956879,0.03303164318013808,0.8030954599380493,0.6414607763290405,0.5546160559781,0.03303164318013808,0.8026095032691956,0.6517050266265869
You've seen Udalryk. It won't be an easy fight.,Widziałaś Udalryka. To nie będzie łatwa walka.,You saw Udalric. This won't be an easy fight.,You saw Udalric. This won't be an easy fight.,You saw Udalric. This won't be an easy fight.,You saw Udalric. This won't be an easy fight.,You saw Udalric. This won't be an easy fight.,You saw Udalric. This won't be an easy fight.,You saw Udalric. This won't be an easy fight.,You saw Udalric. This won't be an easy fight.,You saw Udalric. This won't be an easy fight.,You saw Udalric. This won't be an easy fight.,You saw Udalric. This won't be an easy fight.,0.5549600139516527,0.44632361378533286,0.9322853088378906,0.9098707437515259,0.5549600139516527,0.44632361378533286,0.9322853088378906,0.9098707437515259,0.5549600139516527,0.44632361378533286,0.9322853088378906,0.9098707437515259,0.5549600139516527,0.44632361378533286,0.9322853088378906,0.9098707437515259,0.5549600139516527,0.44632361378533286,0.9322853088378906,0.9098707437515259,0.5549600139516527,0.44632361378533286,0.9322853088378906,0.9098707437515259,0.5549600139516527,0.44632361378533286,0.9322853088378906,0.9098707437515259,0.5549600139516527,0.44632361378533286,0.9322853088378906,0.9098707437515259,0.5549600139516527,0.44632361378533286,0.9322853088378906,0.9098707437515259,0.5549600139516527,0.44632361378533286,0.9322853088378906,0.9098707437515259,0.5549600139516527,0.44632361378533286,0.9322853088378906,0.9098707437515259
"Clouds obscure the sky and turmoil grips the sea. Defend us, Great Mother.","Niebo jest pochmurne, a morze wzburzone. Matko, stań w naszej obronie.","The sky is cloudy, and the sea is stormy. Mother, stand in our defense.","The sky is cloudy, and the sea is stormy. Mother, stand in our defense.","The sky is cloudy, and the sea is stormy. Mother, stand in our defense.","The sky is cloudy, and the sea is stormy. Mother, stand in our defense.","The sky is cloudy, and the sea is stormy. Mother, stand in our defense.","The sky is cloudy, and the sea is stormy. Mother, stand in our defense.","The sky is cloudy, and the sea is choppy. Mother, stand in our defense.","The sky is cloudy, and the sea is stormy. Mother, stand in our defense.","The sky is cloudy, and the sea is turbulent. Mother, stand in our defense.","The sky is overcast, and the sea is choppy. Mother, stand in our defense.","The sky is overcast, and the sea is rough. Mother, stand in our defense.",0.3087650340975938,0.018798317647335087,0.7743076682090759,0.8039373159408569,0.3087650340975938,0.018798317647335087,0.7743076682090759,0.8039373159408569,0.3087650340975938,0.018798317647335087,0.7743076682090759,0.8039373159408569,0.3087650340975938,0.018798317647335087,0.7743076682090759,0.8039373159408569,0.3087650340975938,0.018798317647335087,0.7743076682090759,0.8039373159408569,0.3087650340975938,0.018798317647335087,0.7743076682090759,0.8039373159408569,0.3006035036588357,0.018798317647335087,0.7712409496307373,0.7355576753616333,0.3087650340975938,0.018798317647335087,0.7743076682090759,0.8039373159408569,0.32352890107775467,0.018798317647335087,0.7780766487121582,0.8121832609176636,0.29115853560047605,0.018798317647335087,0.7612727284431458,0.75276118516922,0.2942961499859123,0.018798317647335087,0.7686585783958435,0.7837762236595154
Water Hag,Baba wodna,Water babka,Water babka,Water babka,Water babka,Water babka,Water babka,Water baboon,Water babka,Water babka,Water babka,Water babah,0.3989740771802141,0.1495348781221221,0.8327362537384033,0.8033090829849243,0.3989740771802141,0.1495348781221221,0.8327362537384033,0.8033090829849243,0.3989740771802141,0.1495348781221221,0.8327362537384033,0.8033090829849243,0.3989740771802141,0.1495348781221221,0.8327362537384033,0.8033090829849243,0.3989740771802141,0.1495348781221221,0.8327362537384033,0.8033090829849243,0.3989740771802141,0.1495348781221221,0.8327362537384033,0.8033090829849243,0.39282397967265165,0.1495348781221221,0.8196624517440796,0.6906531453132629,0.3989740771802141,0.1495348781221221,0.8327362537384033,0.8033090829849243,0.3989740771802141,0.1495348781221221,0.8327362537384033,0.8033090829849243,0.3989740771802141,0.1495348781221221,0.8327362537384033,0.8033090829849243,0.3989740771802141,0.1495348781221221,0.835652768611908,0.7589133977890015
What is it? That a name?,O co chodzi? To jakieś imię?,What's going on? It's some kind of name?,What's going on? It's some kind of name?,What's going on? It's some kind of name?,What's going on? It's some kind of name?,What's going on? It's some kind of name?,What's going on? It's some kind of name?,What's going on? It's some kind of name?,What's going on? It's some kind of name?,What is it about? It's some name?,What's going on? It's some kind of name?,What's up? It's some name?,0.2587046308943819,0.02777619034011792,0.8397490978240967,0.7350628972053528,0.2587046308943819,0.02777619034011792,0.8397490978240967,0.7350628972053528,0.2587046308943819,0.02777619034011792,0.8397490978240967,0.7350628972053528,0.2587046308943819,0.02777619034011792,0.8397490978240967,0.7350628972053528,0.2587046308943819,0.02777619034011792,0.8397490978240967,0.7350628972053528,0.2587046308943819,0.02777619034011792,0.8397490978240967,0.7350628972053528,0.2587046308943819,0.02777619034011792,0.8397490978240967,0.7350628972053528,0.2587046308943819,0.02777619034011792,0.8397490978240967,0.7350628972053528,0.49016886881382105,0.07730551756939454,0.8961020112037659,0.7691720128059387,0.2587046308943819,0.02777619034011792,0.8397490978240967,0.7350628972053528,0.25711686952542007,0.0439891724758422,0.8500515222549438,0.7630515694618225
It's not drowners this time. It's Cerys. I'm looking for her.,"Tym razem nie chodzi o utopce, tylko o Cerys. Szukam jej.","This time it's not about utopce, it's about Cerys. I am looking for her.","This time it's not about utopce, it's about Cerys. I am looking for her.","This time it's not about utopce, it's about Cerys. I am looking for her.","This time it's not about utopce, it's about Cerys. I am looking for her.","This time it's not about utopces, it's about Cerys. I am looking for her.","This time it's not about utopces, it's about Cerys. I am looking for her.","This time it's not about utopces, it's about Cerys. I'm looking for her.","This time it's not about utopians, it's about Cerys. I'm looking for her.","This time, it's not about utopcs, it's about Cerys. I am looking for her.","This time it's not about utopces, it's about Cerys. I am looking for her.","This time it's not about utopic, I'm looking for Cerys.",0.5321124870623226,0.08032276872815308,0.8605688214302063,0.6219292283058167,0.5321124870623226,0.08032276872815308,0.8605688214302063,0.6219292283058167,0.5321124870623226,0.08032276872815308,0.8605688214302063,0.6219292283058167,0.5321124870623226,0.08032276872815308,0.8605688214302063,0.6219292283058167,0.534256273105765,0.08032276872815308,0.8640580773353577,0.6079991459846497,0.534256273105765,0.08032276872815308,0.8640580773353577,0.6079991459846497,0.6063889878388211,0.3026643726685863,0.875263512134552,0.6139894723892212,0.6051710842547603,0.3026643726685863,0.8767667412757874,0.6878982782363892,0.5310449693164265,0.08032276872815308,0.8585606813430786,0.6031469106674194,0.534256273105765,0.08032276872815308,0.8640580773353577,0.6079991459846497,0.4637410250387648,0.1073897713503587,0.8420789241790771,0.5255507826805115
"Hm, now that you mentioned him… just noticed Hjalmar's not here.",Skoro już się zgadało... Nie widzę wśród was Hjalmara.,Since the topic has come up... I don't see Hjalmar among you.,Since the topic has come up... I don't see Hjalmar among you.,Since the topic has come up... I don't see Hjalmar among you.,Since the topic has come up... I don't see Hjalmar among you.,Since the topic has come up... I don't see Hjalmar among you.,Since the topic has come up... I don't see Hjalmar among you.,Since the topic has come up... I don't see Hjalmar among you.,Since the topic has come up... I don't see Hjalmar among you.,Since the topic came up... I don't see Hjalmar among you.,Since the topic came up... I don't see Hjalmar among you.,Since the topic has come up... I don't see Hjalmar among you.,0.22152157923837065,0.0,0.70468670129776,0.6847371459007263,0.22152157923837065,0.0,0.70468670129776,0.6847371459007263,0.22152157923837065,0.0,0.70468670129776,0.6847371459007263,0.22152157923837065,0.0,0.70468670129776,0.6847371459007263,0.22152157923837065,0.0,0.70468670129776,0.6847371459007263,0.22152157923837065,0.0,0.70468670129776,0.6847371459007263,0.22152157923837065,0.0,0.70468670129776,0.6847371459007263,0.22152157923837065,0.0,0.70468670129776,0.6847371459007263,0.21022391038698887,0.0,0.7100303769111633,0.6980151534080505,0.21022391038698887,0.0,0.7100303769111633,0.6980151534080505,0.22152157923837065,0.0,0.70468670129776,0.6847371459007263
"Sorry, not interested.",Nie jestem zainteresowany.,I am not interested.,I am not interested.,I am not interested.,I am not interested.,I am not interested.,I am not interested.,I am not interested.,I am not interested.,I am not interested.,I am not interested.,I am not interested.,0.6652805622994054,0.16990442448471224,0.8295782804489136,0.9255715608596802,0.6652805622994054,0.16990442448471224,0.8295782804489136,0.9255715608596802,0.6652805622994054,0.16990442448471224,0.8295782804489136,0.9255715608596802,0.6652805622994054,0.16990442448471224,0.8295782804489136,0.9255715608596802,0.6652805622994054,0.16990442448471224,0.8295782804489136,0.9255715608596802,0.6652805622994054,0.16990442448471224,0.8295782804489136,0.9255715608596802,0.6652805622994054,0.16990442448471224,0.8295782804489136,0.9255716800689697,0.6652805622994054,0.16990442448471224,0.8295782804489136,0.9255715608596802,0.6652805622994054,0.16990442448471224,0.8295782804489136,0.9255716800689697,0.6652805622994054,0.16990442448471224,0.8295782804489136,0.9255716800689697,0.6652805622994054,0.16990442448471224,0.8295782804489136,0.9255716800689697
He probably thought they'd take him someplace safe.,"Pewnie myślał, że zabiorą go w bezpieczne miejsce.",He probably thought they would take him to a safe place.,He probably thought they would take him to a safe place.,He probably thought they would take him to a safe place.,He probably thought they would take him to a safe place.,He probably thought they would take him to a safe place.,He probably thought they would take him to a safe place.,He probably thought they would take him to a safe place.,He probably thought they would take him to a safe place.,He probably thought they would take him to a safe place.,He probably thought they would take him to a safe place.,He probably thought they would take him to a safe place.,0.7017651760395885,0.11731175160264001,0.9187426567077637,0.9180493354797363,0.7017651760395885,0.11731175160264001,0.9187426567077637,0.9180493354797363,0.7017651760395885,0.11731175160264001,0.9187426567077637,0.9180493354797363,0.7017651760395885,0.11731175160264001,0.9187426567077637,0.9180493354797363,0.7017651760395885,0.11731175160264001,0.9187426567077637,0.9180493354797363,0.7017651760395885,0.11731175160264001,0.9187426567077637,0.9180493354797363,0.7017651760395885,0.11731175160264001,0.9187426567077637,0.9180493354797363,0.7017651760395885,0.11731175160264001,0.9187426567077637,0.9180493354797363,0.7017651760395885,0.11731175160264001,0.9187426567077637,0.9180493354797363,0.7017651760395885,0.11731175160264001,0.9187426567077637,0.9180493354797363,0.7017651760395885,0.11731175160264001,0.9187426567077637,0.9180493354797363
What?,Co?,What?,What?,What?,What?,What?,What?,What?,What?,What?,What?,What?,0.8333333333333334,0.1778279410038923,1.0,0.9933275580406189,0.8333333333333334,0.1778279410038923,1.0,0.9933275580406189,0.8333333333333334,0.1778279410038923,1.0,0.9933275580406189,0.8333333333333334,0.1778279410038923,1.0,0.9933275580406189,0.8333333333333334,0.1778279410038923,1.0,0.9933275580406189,0.8333333333333334,0.1778279410038923,1.0,0.9933275580406189,0.8333333333333334,0.1778279410038923,1.0,0.9933275580406189,0.8333333333333334,0.1778279410038923,1.0,0.9933275580406189,0.8333333333333334,0.1778279410038923,1.0,0.9933275580406189,0.8333333333333334,0.1778279410038923,1.0,0.9933275580406189,0.8333333333333334,0.1778279410038923,1.0,0.9933275580406189
"I know you feel better, but you're yet too week to embark on a journey.","Wiem, że czujesz się lepiej, ale jesteś jeszcze zbyt słaba, żeby wyruszać w podróż.","I know you feel better, but you are still too weak to set off on a journey.","I know you feel better, but you are still too weak to set off on a journey.","I know you feel better, but you are still too weak to set off on a journey.","I know you feel better, but you are still too weak to set off on a journey.","I know you feel better, but you are still too weak to set off on a journey.","I know you feel better, but you are still too weak to travel.","I know you feel better, but you are still too weak to go on a journey.","I know you feel better, but you are still too weak to go on a journey.","I know you feel better, but you are still too weak to start a journey.","I know you feel better, but you are still too weak to embark on a journey.","I know you feel better, but you are still too weak to go on a journey.",0.6512574670081074,0.37709297891717664,0.922459602355957,0.8779699206352234,0.6512574670081074,0.37709297891717664,0.922459602355957,0.8779699206352234,0.6512574670081074,0.37709297891717664,0.922459602355957,0.8779699206352234,0.6512574670081074,0.37709297891717664,0.922459602355957,0.8779699206352234,0.6512574670081074,0.37709297891717664,0.922459602355957,0.8779699206352234,0.5117685418785974,0.350644032993456,0.8819006085395813,0.8123021721839905,0.6501102277256581,0.40325042950627804,0.9207923412322998,0.8608886003494263,0.6501102277256581,0.40325042950627804,0.9207923412322998,0.8608886003494263,0.6150488125768815,0.38503228868787126,0.9131352305412292,0.8617621064186096,0.7865014609486214,0.5423782837718303,0.9473384618759155,0.8841999769210815,0.6501102277256581,0.40325042950627804,0.9207923412322998,0.8608886003494263
